action_times,actions,button_pressed,correct,delays,key_press,path,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",22309,,,172968,,,survey-multi-choice,,6
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",80418,,,338206,,,survey-multi-choice,,7
,,,"[True, True, False, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$2.50"",""At most 10"",""5 cents for every $10 I earn in each round"",""All of the above.""]",37904,,,188856,,,survey-multi-choice,,8
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",16747,,,234930,,,survey-multi-choice,,8
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",43571,,,434283,,,survey-multi-choice,,9
,,,"[False, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""False"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",23593,,,144564,,,survey-multi-choice,,10
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",15191,,,187475,,,survey-multi-choice,,10
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",26251,,,218020,,,survey-multi-choice,,11
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",15642,,,202446,,,survey-multi-choice,,12
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",7933,,,44791,,,survey-multi-choice,,13
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",43941,,,169742,,,survey-multi-choice,,14
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",17459,,,117052,,,survey-multi-choice,,15
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",39858,,,236877,,,survey-multi-choice,,16
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",15236,,,108314,,,survey-multi-choice,,17
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",17175,,,396658,,,survey-multi-choice,,18
,,,"[True, False, False, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.00"",""At most 10"",""5 cents for every $10 I earn in each round""]",24025,,,66773,,,survey-multi-choice,,19
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",12803,,,117342,,,survey-multi-choice,,19
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",30319,,,125822,,,survey-multi-choice,,20
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",122752,,,355674,,,survey-multi-choice,,21
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",25790,,,134999,,,survey-multi-choice,,22
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",15256,,,85645,,,survey-multi-choice,,23
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",15967,,,88299,,,survey-multi-choice,,24
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",10877,,,87803,,,survey-multi-choice,,25
,,,"[True, False, False, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.05"",""At most 5"",""5 cents for every $10 I earn in each round"",""All of the above.""]",46671,,,153639,,,survey-multi-choice,,26
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",20889,,,226792,,,survey-multi-choice,,26
,,,"[True, True, True, True, False]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""Whether I chose the move that was best.""]",35998,,,180942,,,survey-multi-choice,,27
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",32280,,,341855,,,survey-multi-choice,,27
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",34817,,,255605,,,survey-multi-choice,,28
,,,"[True, True, True, True, False]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""Whether I chose the move that was best according to the information I had.""]",31723,,,220506,,,survey-multi-choice,,29
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",11738,,,274684,,,survey-multi-choice,,29
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",14723,,,182414,,,survey-multi-choice,,30
,,,"[True, True, True, True, False]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""Whether I chose the move that was best.""]",38633,,,198563,,,survey-multi-choice,,31
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",28773,,,359621,,,survey-multi-choice,,31
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",11760,,,157060,,,survey-multi-choice,,32
,,,"[True, False, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",21385,,,88243,,,survey-multi-choice,,33
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",7357,,,136014,,,survey-multi-choice,,33
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",39067,,,224269,,,survey-multi-choice,,34
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",18265,,,153227,,,survey-multi-choice,,35
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",16327,,,149722,,,survey-multi-choice,,36
,,,"[True, True, True, True, False]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""Whether I observed the rewards of relevant locations.""]",33088,,,222563,,,survey-multi-choice,,37
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",50865,,,411391,,,survey-multi-choice,,37
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",27427,,,163644,,,survey-multi-choice,,38
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",57623,,,105710,,,survey-multi-choice,,39
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",22840,,,174209,,,survey-multi-choice,,40
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",29349,,,1911913,,,survey-multi-choice,,41
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",72087,,,319187,,,survey-multi-choice,,42
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",25592,,,97823,,,survey-multi-choice,,43
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",16006,,,144514,,,survey-multi-choice,,44
,,,"[True, False, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",80463,,,110727,,,survey-multi-choice,,45
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",57907,,,330833,,,survey-multi-choice,,45
,,,"[True, False, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.05"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",13713,,,43287,,,survey-multi-choice,,46
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",11712,,,98290,,,survey-multi-choice,,46
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",15955,,,111119,,,survey-multi-choice,,47
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",31710,,,141818,,,survey-multi-choice,,48
,,,"[True, True, False, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$2.50"",""At most 5"",""5 cents for every $10 I earn in each round"",""All of the above.""]",33883,,,156113,,,survey-multi-choice,,49
,,,"[False, False, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""False"",""$0.05"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",26821,,,264643,,,survey-multi-choice,,49
,,,"[True, False, False, True, False]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.05"",""At most 5"",""5 cents for every $10 I earn in each round"",""The length of the delay is based on how much more money I could have earned.""]",14111,,,290463,,,survey-multi-choice,,49
,,,"[True, False, False, True, False]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""At most 1"",""5 cents for every $10 I earn in each round"",""Whether I chose the move that was best.""]",9796,,,309035,,,survey-multi-choice,,49
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",53171,,,695503,,,survey-multi-choice,,49
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",21472,,,302797,,,survey-multi-choice,,50
,,,"[True, True, True, False, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""10% of my score on a random round"",""All of the above.""]",33305,,,163106,,,survey-multi-choice,,51
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",9565,,,199039,,,survey-multi-choice,,51
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",58926,,,212036,,,survey-multi-choice,,52
,,,"[True, True, True, True, False]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""Whether I chose the move that was best.""]",22309,,,106548,,,survey-multi-choice,,53
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",7765,,,119581,,,survey-multi-choice,,53
,,,"[True, False, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",23845,,,118094,,,survey-multi-choice,,54
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$2.50"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",15175,,,200709,,,survey-multi-choice,,54
,,,"[True, True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round"",""All of the above.""]",78228,,,144741,,,survey-multi-choice,,55
,,,"[True, True, True, True]",,,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.00"",""As many or as few as I wish"",""5 cents for every $10 I earn in each round""]",20751,,,159373,,,survey-multi-choice,,56
